FamilyMembers,TotalPower,Season,HouseType,Sqft,Units
3,11075,Rainy,House,8581,31558.38
8,17745,Summer,House,5412,23160.26
7,4670,Winter,House,1725,1757.56
3,13480,Summer,House,4887,17051.29
5,18840,Rainy,House,5755,27719.9
4,27105,Winter,House,8674,39894.94
3,14900,Winter,House,7410,25799.12
1,510,Winter,Flat,9679,608.63
2,2500,Summer,House,6595,5400.32
3,1315,Winter,Flat,1206,279.27
4,7750,Summer,Flat,2069,2218.0
3,4545,Rainy,House,4066,5964.1
2,2580,Rainy,Flat,2905,1604.11
1,25355,Summer,Flat,807,6618.18
1,22725,Rainy,House,7662,37846.46
2,21300,Winter,House,5929,18758.8
7,15900,Winter,House,8727,47316.4
5,6980,Rainy,House,9496,25097.07
6,10890,Summer,Flat,9933,12224.12
1,7990,Summer,House,9817,9598.94
1,590,Winter,House,6885,571.21
7,485,Winter,Flat,1023,70.22
6,19600,Rainy,House,1457,6351.79
7,2730,Winter,House,1866,1050.4
6,2710,Rainy,Flat,9586,3803.19
4,6750,Winter,Flat,5960,5387.99
1,3025,Rainy,House,8628,6118.59
3,9100,Rainy,Flat,5703,11558.75
7,15210,Winter,Flat,7744,19179.85
6,7530,Rainy,House,2824,5166.76
4,2970,Summer,Flat,1245,579.37
7,7200,Summer,House,4895,10349.43
4,29300,Rainy,Flat,8181,40388.74
6,15950,Winter,Flat,3997,10089.41
4,6990,Summer,Flat,4655,10475.08
8,9905,Rainy,Flat,3190,6029.39
4,18680,Rainy,House,8813,33709.37
4,8950,Rainy,Flat,1262,2818.9
2,38400,Winter,House,9267,76951.88
3,4140,Summer,Flat,4941,2010.14
4,11040,Summer,House,6741,15704.85
8,24180,Rainy,Flat,6362,23530.85
6,24185,Winter,House,5980,23090.78
6,31920,Winter,House,6814,50049.51
7,18840,Rainy,Flat,6411,24336.31
4,4920,Winter,Flat,4288,5137.3
6,12480,Summer,Flat,6484,14203.38
4,5200,Summer,Flat,4277,2228.95
1,10340,Rainy,House,5640,8688.63
2,3000,Summer,House,9605,6717.58
5,14320,Summer,House,4773,14380.25
2,12120,Summer,House,5884,29724.29
4,9220,Winter,Flat,928,856.07
2,3740,Rainy,House,6973,1612.32
7,19240,Summer,House,5630,28506.6
4,3120,Summer,House,3749,2899.72
2,7070,Summer,Flat,6870,4948.64
4,2255,Winter,Flat,7905,4498.72
6,10875,Winter,House,7537,22187.08
8,20590,Winter,Flat,2145,4348.19
1,6385,Winter,House,3749,2728.49
7,8495,Summer,House,9830,18012.2
3,16585,Rainy,Flat,9740,42436.42
5,12980,Rainy,House,9662,29285.09
4,8800,Winter,Flat,4291,6973.84
6,5045,Winter,Flat,9347,2543.64
6,8500,Rainy,House,7845,14388.27
5,8975,Summer,House,9354,41988.65
2,890,Rainy,Flat,9608,1151.74
8,15710,Winter,Flat,4001,5004.08
6,5380,Winter,House,6567,5286.03
6,21240,Summer,Flat,854,1405.85
8,16240,Winter,House,9518,32641.83
2,4300,Winter,Flat,6373,3817.08
4,20005,Winter,Flat,9884,14007.49
6,13675,Summer,Flat,2488,3754.28
6,9505,Winter,Flat,1287,1305.05
2,7810,Rainy,House,7890,11467.84
6,7030,Rainy,Flat,2033,1975.72
6,15070,Winter,Flat,7225,21792.7
6,9450,Rainy,House,1618,2032.7
4,12500,Winter,House,889,1439.26
5,15200,Winter,Flat,1979,5254.29
3,8705,Summer,Flat,3078,3137.22
6,17360,Winter,Flat,2396,4784.86
2,4075,Winter,Flat,593,332.01
5,12260,Winter,House,8867,20696.52
4,5595,Winter,Flat,2948,1490.51
4,4630,Summer,Flat,8107,5013.61
2,14980,Summer,House,1171,3822.37
1,6840,Rainy,House,8982,13020.05
2,10800,Rainy,House,9151,8483.91
4,5800,Winter,Flat,6228,2312.5
6,7180,Rainy,Flat,5386,4543.28
7,21315,Rainy,Flat,6365,24067.5
4,2900,Summer,House,3209,1921.48
7,15230,Rainy,House,740,1637.82
1,11690,Winter,House,647,2066.56
8,540,Rainy,Flat,8108,987.46
2,8145,Summer,House,8028,6607.78
8,11545,Winter,House,3047,5981.9
1,12730,Rainy,Flat,4016,16042.91
3,14240,Winter,House,3533,3797.87
6,8750,Summer,Flat,5042,1924.42
4,12040,Summer,House,9099,35123.79
1,14010,Winter,Flat,2045,4509.53
6,13150,Rainy,Flat,5554,6543.24
1,10825,Summer,House,602,2041.93
7,24300,Summer,House,727,5269.88
8,3690,Summer,House,5151,3189.13
7,14560,Summer,Flat,1992,3099.58
8,30295,Summer,House,9044,74589.78
2,13030,Summer,Flat,3056,7018.35
3,4615,Rainy,House,3804,3023.49
8,4360,Summer,Flat,4305,4342.51
4,3070,Summer,Flat,1565,730.5
4,7670,Winter,Flat,7214,7821.42
4,14750,Winter,Flat,9746,19444.67
6,4890,Summer,House,5606,7780.15
5,12360,Rainy,Flat,1492,1957.47
8,12600,Rainy,House,5227,14351.72
5,7945,Winter,Flat,4701,4717.75
4,17350,Rainy,Flat,3509,16114.3
3,21860,Rainy,House,9747,61990.88
8,4550,Summer,Flat,9158,12677.78
4,11625,Summer,Flat,8268,15518.28
5,6340,Winter,House,5911,8845.93
1,4200,Winter,House,7492,7257.31
7,2575,Rainy,House,1215,793.85
5,6015,Rainy,House,4393,6634.14
4,1950,Winter,House,7463,3139.63
8,16700,Rainy,Flat,4296,10292.69
5,12065,Summer,House,7141,21127.03
3,13500,Winter,House,1074,1510.07
1,14770,Summer,Flat,8666,23144.59
7,9735,Summer,Flat,4193,9606.66
7,13265,Summer,Flat,7680,5086.23
6,15320,Rainy,House,2046,10401.21
4,8145,Winter,Flat,5309,5796.02
3,8920,Winter,Flat,4216,3004.64
8,16280,Rainy,House,5749,31119.1
4,19505,Winter,House,3182,12817.57
5,14885,Winter,House,7169,16250.63
1,28360,Winter,Flat,9697,24283.2
8,9930,Rainy,House,5952,13230.52
4,14480,Rainy,Flat,1590,4177.66
3,10385,Rainy,House,7462,11638.77
2,17400,Winter,House,9738,24295.4
7,5130,Rainy,House,7417,10064.47
3,2460,Rainy,Flat,8672,3267.27
3,9040,Winter,House,6290,6927.72
5,15350,Winter,Flat,7487,23725.99
7,25060,Winter,Flat,1072,1739.25
7,14980,Rainy,House,5640,19547.16
1,3180,Summer,House,9929,3018.7
4,14375,Rainy,Flat,8713,30387.14
5,3360,Rainy,Flat,8591,2469.01
